"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000022686","B3gnt5","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:MGI Symbol;Acc:MGI:2137302]"
"ENSMUSG00000032299","Commd4","COMM domain containing 4 [Source:MGI Symbol;Acc:MGI:1913449]"
"ENSMUSG00000019689","Fmc1","formation of mitochondrial complex V assembly factor 1 [Source:MGI Symbol;Acc:MGI:1913367]"
"ENSMUSG00000059334","Zfp36l3","zinc finger protein 36, C3H type-like 3 [Source:MGI Symbol;Acc:MGI:3525151]"
"ENSMUSG00000071454","Dtnb","dystrobrevin, beta [Source:MGI Symbol;Acc:MGI:1203728]"
"ENSMUSG00000027879","Sec22b","SEC22 homolog B, vesicle trafficking protein [Source:MGI Symbol;Acc:MGI:1338759]"
"ENSMUSG00000060771","Tsga10","testis specific 10 [Source:MGI Symbol;Acc:MGI:2685063]"
"ENSMUSG00000022610","Mapk12","mitogen-activated protein kinase 12 [Source:MGI Symbol;Acc:MGI:1353438]"
"ENSMUSG00000074151","Nlrc5","NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191]"
"ENSMUSG00000079242","C730034F03Rik","RIKEN cDNA C730034F03 gene [Source:MGI Symbol;Acc:MGI:2441921]"
"ENSMUSG00000050493","Fam167b","family with sequence similarity 167, member B [Source:MGI Symbol;Acc:MGI:2668032]"
"ENSMUSG00000035351","Nup37","nucleoporin 37 [Source:MGI Symbol;Acc:MGI:1919964]"
"ENSMUSG00000034339","Gm5689","predicted gene 5689 [Source:MGI Symbol;Acc:MGI:3647214]"
"ENSMUSG00000078127","Fam170b","family with sequence similarity 170, member B [Source:MGI Symbol;Acc:MGI:2145650]"
"ENSMUSG00000101152","Gm28305","predicted gene 28305 [Source:MGI Symbol;Acc:MGI:5579011]"
"ENSMUSG00000027009","Itga4","integrin alpha 4 [Source:MGI Symbol;Acc:MGI:96603]"
"ENSMUSG00000028228","Cpne3","copine III [Source:MGI Symbol;Acc:MGI:1917818]"
"ENSMUSG00000020121","Srgap1","SLIT-ROBO Rho GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:2152936]"
"ENSMUSG00000055960","Skint4","selection and upkeep of intraepithelial T cells 4 [Source:MGI Symbol;Acc:MGI:2444425]"
"ENSMUSG00000054871","Tmem158","transmembrane protein 158 [Source:MGI Symbol;Acc:MGI:1919559]"
"ENSMUSG00000032849","Abcc4","ATP-binding cassette, sub-family C (CFTR/MRP), member 4 [Source:MGI Symbol;Acc:MGI:2443111]"
"ENSMUSG00000021922","Itih4","inter alpha-trypsin inhibitor, heavy chain 4 [Source:MGI Symbol;Acc:MGI:109536]"
"ENSMUSG00000020514","Mrpl22","mitochondrial ribosomal protein L22 [Source:MGI Symbol;Acc:MGI:1333794]"
"ENSMUSG00000062257","Opcml","opioid binding protein/cell adhesion molecule-like [Source:MGI Symbol;Acc:MGI:97397]"
"ENSMUSG00000024992","Pde6c","phosphodiesterase 6C, cGMP specific, cone, alpha prime [Source:MGI Symbol;Acc:MGI:105956]"
"ENSMUSG00000028655","Mfsd2a","major facilitator superfamily domain containing 2A [Source:MGI Symbol;Acc:MGI:1923824]"
"ENSMUSG00000020435","Osbp2","oxysterol binding protein 2 [Source:MGI Symbol;Acc:MGI:1921559]"
"ENSMUSG00000006215","Zbtb17","zinc finger and BTB domain containing 17 [Source:MGI Symbol;Acc:MGI:107410]"
"ENSMUSG00000039032","Tsga13","testis specific gene A13 [Source:MGI Symbol;Acc:MGI:1891413]"
"ENSMUSG00000069297","Vmn1r194","vomeronasal 1 receptor 194 [Source:MGI Symbol;Acc:MGI:3651596]"
"ENSMUSG00000033634","Nat8f2","N-acetyltransferase 8 (GCN5-related) family member 2 [Source:MGI Symbol;Acc:MGI:2136446]"
"ENSMUSG00000049551","Fzd9","frizzled class receptor 9 [Source:MGI Symbol;Acc:MGI:1313278]"
"ENSMUSG00000027530","Fabp12","fatty acid binding protein 12 [Source:MGI Symbol;Acc:MGI:1922747]"
"ENSMUSG00000032370","Lactb","lactamase, beta [Source:MGI Symbol;Acc:MGI:1933395]"
"ENSMUSG00000024905","Mtl5","metallothionein-like 5, testis-specific (tesmin) [Source:MGI Symbol;Acc:MGI:1340029]"
"ENSMUSG00000024691","Fam111a","family with sequence similarity 111, member A [Source:MGI Symbol;Acc:MGI:1915508]"
"ENSMUSG00000108534","",""
"ENSMUSG00000032845","Alpk2","alpha-kinase 2 [Source:MGI Symbol;Acc:MGI:2449492]"
"ENSMUSG00000031289","Il13ra2","interleukin 13 receptor, alpha 2 [Source:MGI Symbol;Acc:MGI:1277954]"
"ENSMUSG00000005986","Ankrd13d","ankyrin repeat domain 13 family, member D [Source:MGI Symbol;Acc:MGI:1915673]"
"ENSMUSG00000064165","Krt39","keratin 39 [Source:MGI Symbol;Acc:MGI:3588208]"
"ENSMUSG00000001833","Sept7","septin 7 [Source:MGI Symbol;Acc:MGI:1335094]"
"ENSMUSG00000046480","Scn4b","sodium channel, type IV, beta [Source:MGI Symbol;Acc:MGI:2687406]"
"ENSMUSG00000056724","Nbeal2","neurobeachin-like 2 [Source:MGI Symbol;Acc:MGI:2448554]"
"ENSMUSG00000034271","Jdp2","Jun dimerization protein 2 [Source:MGI Symbol;Acc:MGI:1932093]"
"ENSMUSG00000005951","Shpk","sedoheptulokinase [Source:MGI Symbol;Acc:MGI:1921887]"
"ENSMUSG00000024426","Atat1","alpha tubulin acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913869]"
"ENSMUSG00000046572","Zfp518b","zinc finger protein 518B [Source:MGI Symbol;Acc:MGI:2140750]"
"ENSMUSG00000018986","Slfn3","schlafen 3 [Source:MGI Symbol;Acc:MGI:1329005]"
"ENSMUSG00000031561","Tenm3","teneurin transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1345183]"
"ENSMUSG00000036594","H2-Aa","histocompatibility 2, class II antigen A, alpha [Source:MGI Symbol;Acc:MGI:95895]"
"ENSMUSG00000033128","Gga1","golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:MGI Symbol;Acc:MGI:2146207]"
"ENSMUSG00000021518","Ptdss1","phosphatidylserine synthase 1 [Source:MGI Symbol;Acc:MGI:1276575]"
"ENSMUSG00000029330","Cds1","CDP-diacylglycerol synthase 1 [Source:MGI Symbol;Acc:MGI:1921846]"
"ENSMUSG00000027882","Stxbp3","syntaxin binding protein 3 [Source:MGI Symbol;Acc:MGI:107362]"
"ENSMUSG00000068323","Slc4a5","solute carrier family 4, sodium bicarbonate cotransporter, member 5 [Source:MGI Symbol;Acc:MGI:2443220]"
"ENSMUSG00000078651","Aoc2","amine oxidase, copper containing 2 (retina-specific) [Source:MGI Symbol;Acc:MGI:2668431]"
"ENSMUSG00000018570","2810408A11Rik","RIKEN cDNA 2810408A11 gene [Source:MGI Symbol;Acc:MGI:1917669]"
"ENSMUSG00000044768","D1Ertd622e","DNA segment, Chr 1, ERATO Doi 622, expressed [Source:MGI Symbol;Acc:MGI:1277184]"
"ENSMUSG00000003119","Cdk12","cyclin-dependent kinase 12 [Source:MGI Symbol;Acc:MGI:1098802]"
"ENSMUSG00000093877","Olfr1348","olfactory receptor 1348 [Source:MGI Symbol;Acc:MGI:3031182]"
"ENSMUSG00000070939","Tgfbrap1","transforming growth factor, beta receptor associated protein 1 [Source:MGI Symbol;Acc:MGI:2447427]"
"ENSMUSG00000050534","Htr5b","5-hydroxytryptamine (serotonin) receptor 5B [Source:MGI Symbol;Acc:MGI:96284]"
"ENSMUSG00000031862","Atp13a1","ATPase type 13A1 [Source:MGI Symbol;Acc:MGI:2180801]"
"ENSMUSG00000067795","4930444P10Rik","RIKEN cDNA 4930444P10 gene [Source:MGI Symbol;Acc:MGI:1923049]"
"ENSMUSG00000052563","",""
"ENSMUSG00000062248","Cks2","CDC28 protein kinase regulatory subunit 2 [Source:MGI Symbol;Acc:MGI:1913447]"
"ENSMUSG00000026109","Tmeff2","transmembrane protein with EGF-like and two follistatin-like domains 2 [Source:MGI Symbol;Acc:MGI:1861735]"
"ENSMUSG00000052656","Rnf103","ring finger protein 103 [Source:MGI Symbol;Acc:MGI:109483]"
"ENSMUSG00000057092","Fxyd3","FXYD domain-containing ion transport regulator 3 [Source:MGI Symbol;Acc:MGI:107497]"
"ENSMUSG00000063531","Sema3e","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E [Source:MGI Symbol;Acc:MGI:1340034]"
"ENSMUSG00000023882","Zfp54","zinc finger protein 54 [Source:MGI Symbol;Acc:MGI:99201]"
"ENSMUSG00000022439","Parvg","parvin, gamma [Source:MGI Symbol;Acc:MGI:2158329]"
"ENSMUSG00000033712","Ccar2","cell cycle activator and apoptosis regulator 2 [Source:MGI Symbol;Acc:MGI:2444228]"
"ENSMUSG00000007950","Abhd8","abhydrolase domain containing 8 [Source:MGI Symbol;Acc:MGI:1918946]"
"ENSMUSG00000030230","Plcz1","phospholipase C, zeta 1 [Source:MGI Symbol;Acc:MGI:2150308]"
"ENSMUSG00000092043","Esp6","exocrine gland secreted peptide 6 [Source:MGI Symbol;Acc:MGI:3643294]"
"ENSMUSG00000017412","Cacnb4","calcium channel, voltage-dependent, beta 4 subunit [Source:MGI Symbol;Acc:MGI:103301]"
"ENSMUSG00000019851","Perp","PERP, TP53 apoptosis effector [Source:MGI Symbol;Acc:MGI:1929938]"
"ENSMUSG00000024177","Nme4","NME/NM23 nucleoside diphosphate kinase 4 [Source:MGI Symbol;Acc:MGI:1931148]"
"ENSMUSG00000044337","Ackr3","atypical chemokine receptor 3 [Source:MGI Symbol;Acc:MGI:109562]"
"ENSMUSG00000022972","1110004E09Rik","RIKEN cDNA 1110004E09 gene [Source:MGI Symbol;Acc:MGI:1915251]"
"ENSMUSG00000075133","Olfr1170","olfactory receptor 1170 [Source:MGI Symbol;Acc:MGI:3031004]"
"ENSMUSG00000035247","Hectd1","HECT domain containing 1 [Source:MGI Symbol;Acc:MGI:2384768]"
"ENSMUSG00000047696","Ccdc144b","coiled-coil domain containing 144B [Source:MGI Symbol;Acc:MGI:2681852]"
"ENSMUSG00000069135","Fgfr1op","Fgfr1 oncogene partner [Source:MGI Symbol;Acc:MGI:1922546]"
"ENSMUSG00000026426","Arl8a","ADP-ribosylation factor-like 8A [Source:MGI Symbol;Acc:MGI:1915974]"
"ENSMUSG00000059654","Reg1","regenerating islet-derived 1 [Source:MGI Symbol;Acc:MGI:97895]"
"ENSMUSG00000028699","Tspan1","tetraspanin 1 [Source:MGI Symbol;Acc:MGI:1914055]"
"ENSMUSG00000075387","Olfr341","olfactory receptor 341 [Source:MGI Symbol;Acc:MGI:3030175]"
"ENSMUSG00000071047","Ces1a","carboxylesterase 1A [Source:MGI Symbol;Acc:MGI:3648919]"
"ENSMUSG00000038085","Cnbd2","cyclic nucleotide binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1918123]"
"ENSMUSG00000030725","Lipt2","lipoyl(octanoyl) transferase 2 (putative) [Source:MGI Symbol;Acc:MGI:1914414]"
"ENSMUSG00000031750","Il34","interleukin 34 [Source:MGI Symbol;Acc:MGI:1923777]"
"ENSMUSG00000096210","H1f0","H1 histone family, member 0 [Source:MGI Symbol;Acc:MGI:95893]"
"ENSMUSG00000037583","Nr0b2","nuclear receptor subfamily 0, group B, member 2 [Source:MGI Symbol;Acc:MGI:1346344]"
"ENSMUSG00000010476","Ebf3","early B cell factor 3 [Source:MGI Symbol;Acc:MGI:894289]"
"ENSMUSG00000078698","Mrgpra3","MAS-related GPR, member A3 [Source:MGI Symbol;Acc:MGI:2684085]"
"ENSMUSG00000018293","Pfn1","profilin 1 [Source:MGI Symbol;Acc:MGI:97549]"
"ENSMUSG00000071470","Ccnb1ip1","cyclin B1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2685134]"
"ENSMUSG00000032091","Tmprss4","transmembrane protease, serine 4 [Source:MGI Symbol;Acc:MGI:2384877]"
"ENSMUSG00000034055","Phka1","phosphorylase kinase alpha 1 [Source:MGI Symbol;Acc:MGI:97576]"
"ENSMUSG00000070820","Olfr1339","olfactory receptor 1339 [Source:MGI Symbol;Acc:MGI:3031173]"
"ENSMUSG00000037536","",""
"ENSMUSG00000040165","Cd209c","CD209c antigen [Source:MGI Symbol;Acc:MGI:2157945]"
"ENSMUSG00000027363","Usp8","ubiquitin specific peptidase 8 [Source:MGI Symbol;Acc:MGI:1934029]"
"ENSMUSG00000020357","Flt4","FMS-like tyrosine kinase 4 [Source:MGI Symbol;Acc:MGI:95561]"
"ENSMUSG00000061086","Myl4","myosin, light polypeptide 4 [Source:MGI Symbol;Acc:MGI:97267]"
"ENSMUSG00000069184","Zfp72","zinc finger protein 72 [Source:MGI Symbol;Acc:MGI:3033356]"
"ENSMUSG00000044499","Hs3st5","heparan sulfate (glucosamine) 3-O-sulfotransferase 5 [Source:MGI Symbol;Acc:MGI:2441996]"
"ENSMUSG00000069280","Vmn1r223","vomeronasal 1 receptor 223 [Source:MGI Symbol;Acc:MGI:3649245]"
"ENSMUSG00000035623","Rsf1","remodeling and spacing factor 1 [Source:MGI Symbol;Acc:MGI:2682305]"
"ENSMUSG00000022226","Mcpt2","mast cell protease 2 [Source:MGI Symbol;Acc:MGI:96938]"
"ENSMUSG00000030771","Micalcl","MICAL C-terminal like [Source:MGI Symbol;Acc:MGI:1918127]"
"ENSMUSG00000022747","St3gal6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:MGI Symbol;Acc:MGI:1888707]"
"ENSMUSG00000092618","Btnl6","butyrophilin-like 6 [Source:MGI Symbol;Acc:MGI:1932038]"
"ENSMUSG00000038347","Tcte2","t-complex-associated testis expressed 2 [Source:MGI Symbol;Acc:MGI:98641]"
"ENSMUSG00000033122","Hsd17b3","hydroxysteroid (17-beta) dehydrogenase 3 [Source:MGI Symbol;Acc:MGI:107177]"
"ENSMUSG00000084234","4933405O20Rik","RIKEN cDNA 4933405O20 gene [Source:MGI Symbol;Acc:MGI:2142174]"
"ENSMUSG00000022836","Mylk","myosin, light polypeptide kinase [Source:MGI Symbol;Acc:MGI:894806]"
"ENSMUSG00000043119","Olfr448","olfactory receptor 448 [Source:MGI Symbol;Acc:MGI:3030282]"
"ENSMUSG00000021957","Tkt","transketolase [Source:MGI Symbol;Acc:MGI:105992]"
"ENSMUSG00000038366","Lasp1","LIM and SH3 protein 1 [Source:MGI Symbol;Acc:MGI:109656]"
"ENSMUSG00000039512","Uhrf1bp1","UHRF1 (ICBP90) binding protein 1 [Source:MGI Symbol;Acc:MGI:3041238]"
"ENSMUSG00000007659","Bcl2l1","BCL2-like 1 [Source:MGI Symbol;Acc:MGI:88139]"
"ENSMUSG00000033031","C330027C09Rik","RIKEN cDNA C330027C09 gene [Source:MGI Symbol;Acc:MGI:2146335]"
"ENSMUSG00000068071","Gm6358","predicted gene 6358 [Source:MGI Symbol;Acc:MGI:3643237]"
"ENSMUSG00000042308","Setd1a","SET domain containing 1A [Source:MGI Symbol;Acc:MGI:2446244]"
"ENSMUSG00000031386","Hcfc1","host cell factor C1 [Source:MGI Symbol;Acc:MGI:105942]"
"ENSMUSG00000030869","Ndufab1","NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1 [Source:MGI Symbol;Acc:MGI:1917566]"
"ENSMUSG00000073925","Olfr654","olfactory receptor 654 [Source:MGI Symbol;Acc:MGI:3030488]"
"ENSMUSG00000053477","Tcf4","transcription factor 4 [Source:MGI Symbol;Acc:MGI:98506]"
"ENSMUSG00000027573","Gid8","GID complex subunit 8 [Source:MGI Symbol;Acc:MGI:1923675]"
"ENSMUSG00000037938","Chchd5","coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:MGI Symbol;Acc:MGI:1913420]"
"ENSMUSG00000028696","Ipp","IAP promoted placental gene [Source:MGI Symbol;Acc:MGI:96581]"
"ENSMUSG00000036902","Neto2","neuropilin (NRP) and tolloid (TLL)-like 2 [Source:MGI Symbol;Acc:MGI:1921763]"
"ENSMUSG00000040033","Stat2","signal transducer and activator of transcription 2 [Source:MGI Symbol;Acc:MGI:103039]"
"ENSMUSG00000032323","Cyp11a1","cytochrome P450, family 11, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88582]"
"ENSMUSG00000104614","Fbxw24","F-box and WD-40 domain protein 24 [Source:MGI Symbol;Acc:MGI:3646659]"
"ENSMUSG00000026601","Axdnd1","axonemal dynein light chain domain containing 1 [Source:MGI Symbol;Acc:MGI:1924602]"
"ENSMUSG00000002228","Ppm1j","protein phosphatase 1J [Source:MGI Symbol;Acc:MGI:1919137]"
"ENSMUSG00000001020","S100a4","S100 calcium binding protein A4 [Source:MGI Symbol;Acc:MGI:1330282]"
"ENSMUSG00000020473","Aebp1","AE binding protein 1 [Source:MGI Symbol;Acc:MGI:1197012]"
"ENSMUSG00000058904","Olfr1413","olfactory receptor 1413 [Source:MGI Symbol;Acc:MGI:3031247]"
"ENSMUSG00000022040","Ephx2","epoxide hydrolase 2, cytoplasmic [Source:MGI Symbol;Acc:MGI:99500]"
"ENSMUSG00000109951","",""
"ENSMUSG00000026958","Dpp7","dipeptidylpeptidase 7 [Source:MGI Symbol;Acc:MGI:1933213]"
"ENSMUSG00000056476","Med12l","mediator complex subunit 12-like [Source:MGI Symbol;Acc:MGI:2139916]"
"ENSMUSG00000030376","Slc8a2","solute carrier family 8 (sodium/calcium exchanger), member 2 [Source:MGI Symbol;Acc:MGI:107996]"
"ENSMUSG00000022204","Ngdn","neuroguidin, EIF4E binding protein [Source:MGI Symbol;Acc:MGI:1916216]"
"ENSMUSG00000031349","Nsdhl","NAD(P) dependent steroid dehydrogenase-like [Source:MGI Symbol;Acc:MGI:1099438]"
"ENSMUSG00000079112","Fam90a1a","family with sequence similarity 90, member A1A [Source:MGI Symbol;Acc:MGI:2142877]"
"ENSMUSG00000024896","Minpp1","multiple inositol polyphosphate histidine phosphatase 1 [Source:MGI Symbol;Acc:MGI:1336159]"
"ENSMUSG00000094638","",""
"ENSMUSG00000032773","Chrm1","cholinergic receptor, muscarinic 1, CNS [Source:MGI Symbol;Acc:MGI:88396]"
"ENSMUSG00000028098","Rnf115","ring finger protein 115 [Source:MGI Symbol;Acc:MGI:1915095]"
"ENSMUSG00000067608","",""
"ENSMUSG00000055489","Ano5","anoctamin 5 [Source:MGI Symbol;Acc:MGI:3576659]"
"ENSMUSG00000020745","Pafah1b1","platelet-activating factor acetylhydrolase, isoform 1b, subunit 1 [Source:MGI Symbol;Acc:MGI:109520]"
"ENSMUSG00000075402","Krt76","keratin 76 [Source:MGI Symbol;Acc:MGI:1924305]"
"ENSMUSG00000101315","Krtap28-13","keratin associated protein 28-13 [Source:MGI Symbol;Acc:MGI:1918636]"
"ENSMUSG00000024680","Ms4a2","membrane-spanning 4-domains, subfamily A, member 2 [Source:MGI Symbol;Acc:MGI:95495]"
"ENSMUSG00000033177","Tmprss7","transmembrane serine protease 7 [Source:MGI Symbol;Acc:MGI:2686594]"
"ENSMUSG00000047108","Dnajb7","DnaJ heat shock protein family (Hsp40) member B7 [Source:MGI Symbol;Acc:MGI:1914012]"
"ENSMUSG00000059173","Pde1a","phosphodiesterase 1A, calmodulin-dependent [Source:MGI Symbol;Acc:MGI:1201792]"
"ENSMUSG00000057506","Bloc1s2","biogenesis of lysosomal organelles complex-1, subunit 2 [Source:MGI Symbol;Acc:MGI:1920939]"
"ENSMUSG00000028139","Riiad1","regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1 [Source:MGI Symbol;Acc:MGI:1913603]"
"ENSMUSG00000039089","L3mbtl3","l(3)mbt-like 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2143628]"
"ENSMUSG00000024376","Epb41l4a","erythrocyte membrane protein band 4.1 like 4a [Source:MGI Symbol;Acc:MGI:103007]"
"ENSMUSG00000025485","Ric8a","RIC8 guanine nucleotide exchange factor A [Source:MGI Symbol;Acc:MGI:2141866]"
"ENSMUSG00000024743","Syt7","synaptotagmin VII [Source:MGI Symbol;Acc:MGI:1859545]"
"ENSMUSG00000041936","Agrn","agrin [Source:MGI Symbol;Acc:MGI:87961]"
"ENSMUSG00000045094","Arhgef37","Rho guanine nucleotide exchange factor (GEF) 37 [Source:MGI Symbol;Acc:MGI:3045339]"
"ENSMUSG00000041879","Ipo9","importin 9 [Source:MGI Symbol;Acc:MGI:1918944]"
"ENSMUSG00000054134","Umodl1","uromodulin-like 1 [Source:MGI Symbol;Acc:MGI:1929785]"
"ENSMUSG00000048534","Amica1","adhesion molecule, interacts with CXADR antigen 1 [Source:MGI Symbol;Acc:MGI:2685484]"
"ENSMUSG00000062859","Tcp11","t-complex protein 11 [Source:MGI Symbol;Acc:MGI:98544]"
"ENSMUSG00000033214","Slitrk5","SLIT and NTRK-like family, member 5 [Source:MGI Symbol;Acc:MGI:2679448]"
"ENSMUSG00000034059","Ypel4","yippee-like 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:3605071]"
"ENSMUSG00000074890","Lcmt2","leucine carboxyl methyltransferase 2 [Source:MGI Symbol;Acc:MGI:1353659]"
"ENSMUSG00000032271","Nnmt","nicotinamide N-methyltransferase [Source:MGI Symbol;Acc:MGI:1099443]"
"ENSMUSG00000033857","Engase","endo-beta-N-acetylglucosaminidase [Source:MGI Symbol;Acc:MGI:2443788]"
"ENSMUSG00000047022","Mipol1","mirror-image polydactyly 1 [Source:MGI Symbol;Acc:MGI:1920740]"
"ENSMUSG00000075111","",""
"ENSMUSG00000029864","Gstk1","glutathione S-transferase kappa 1 [Source:MGI Symbol;Acc:MGI:1923513]"
"ENSMUSG00000022964","Tmem50b","transmembrane protein 50B [Source:MGI Symbol;Acc:MGI:1925225]"
"ENSMUSG00000046922","Gpr6","G protein-coupled receptor 6 [Source:MGI Symbol;Acc:MGI:2155249]"
"ENSMUSG00000003379","Cd79a","CD79A antigen (immunoglobulin-associated alpha) [Source:MGI Symbol;Acc:MGI:101774]"
"ENSMUSG00000027099","Mtx2","metaxin 2 [Source:MGI Symbol;Acc:MGI:1859652]"
"ENSMUSG00000036053","Fmnl2","formin-like 2 [Source:MGI Symbol;Acc:MGI:1918659]"
"ENSMUSG00000020621","Rdh14","retinol dehydrogenase 14 (all-trans and 9-cis) [Source:MGI Symbol;Acc:MGI:1920402]"
"ENSMUSG00000030397","Mark4","MAP/microtubule affinity regulating kinase 4 [Source:MGI Symbol;Acc:MGI:1920955]"
"ENSMUSG00000040717","Il17rd","interleukin 17 receptor D [Source:MGI Symbol;Acc:MGI:2159727]"
"ENSMUSG00000021175","Cdca7l","cell division cycle associated 7 like [Source:MGI Symbol;Acc:MGI:2384982]"
"ENSMUSG00000028777","Gnat3","guanine nucleotide binding protein, alpha transducing 3 [Source:MGI Symbol;Acc:MGI:3588268]"
"ENSMUSG00000044294","Krt84","keratin 84 [Source:MGI Symbol;Acc:MGI:96700]"
"ENSMUSG00000052525","Spdya","speedy/RINGO cell cycle regulator family, member A [Source:MGI Symbol;Acc:MGI:1918141]"
"ENSMUSG00000107539","Gm44790","predicted gene 44790 [Source:MGI Symbol;Acc:MGI:5753366]"
"ENSMUSG00000037089","Slc35b2","solute carrier family 35, member B2 [Source:MGI Symbol;Acc:MGI:1921086]"
"ENSMUSG00000059146","Ntrk3","neurotrophic tyrosine kinase, receptor, type 3 [Source:MGI Symbol;Acc:MGI:97385]"
"ENSMUSG00000017009","Sdc4","syndecan 4 [Source:MGI Symbol;Acc:MGI:1349164]"
"ENSMUSG00000030213","Atf7ip","activating transcription factor 7 interacting protein [Source:MGI Symbol;Acc:MGI:1858965]"
"ENSMUSG00000054196","Cthrc1","collagen triple helix repeat containing 1 [Source:MGI Symbol;Acc:MGI:1915838]"
"ENSMUSG00000022505","Emp2","epithelial membrane protein 2 [Source:MGI Symbol;Acc:MGI:1098726]"
"ENSMUSG00000075146","Olfr1154","olfactory receptor 1154 [Source:MGI Symbol;Acc:MGI:3030988]"
"ENSMUSG00000039242","B3galnt2","UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:2145517]"
"ENSMUSG00000048546","Tob2","transducer of ERBB2, 2 [Source:MGI Symbol;Acc:MGI:1888525]"
"ENSMUSG00000020253","Ppm1m","protein phosphatase 1M [Source:MGI Symbol;Acc:MGI:1915155]"
"ENSMUSG00000034329","Brip1","BRCA1 interacting protein C-terminal helicase 1 [Source:MGI Symbol;Acc:MGI:2442836]"
"ENSMUSG00000037166","Ppp1r14a","protein phosphatase 1, regulatory (inhibitor) subunit 14A [Source:MGI Symbol;Acc:MGI:1931139]"
"ENSMUSG00000033400","Agl","amylo-1,6-glucosidase, 4-alpha-glucanotransferase [Source:MGI Symbol;Acc:MGI:1924809]"
"ENSMUSG00000026782","Abi2","abl-interactor 2 [Source:MGI Symbol;Acc:MGI:106913]"
"ENSMUSG00000048047","Zbtb33","zinc finger and BTB domain containing 33 [Source:MGI Symbol;Acc:MGI:1927290]"
"ENSMUSG00000074028","Slc22a13","solute carrier family 22 (organic cation transporter), member 13 [Source:MGI Symbol;Acc:MGI:2143107]"
"ENSMUSG00000045608","Dbx2","developing brain homeobox 2 [Source:MGI Symbol;Acc:MGI:107445]"
"ENSMUSG00000028030","Tbck","TBC1 domain containing kinase [Source:MGI Symbol;Acc:MGI:2445052]"
"ENSMUSG00000053025","Sv2b","synaptic vesicle glycoprotein 2 b [Source:MGI Symbol;Acc:MGI:1927338]"
"ENSMUSG00000031495","Cd209d","CD209d antigen [Source:MGI Symbol;Acc:MGI:2157947]"
"ENSMUSG00000023257","Cypt1","cysteine-rich perinuclear theca 1 [Source:MGI Symbol;Acc:MGI:3616441]"
"ENSMUSG00000047155","Cyp4x1","cytochrome P450, family 4, subfamily x, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1932403]"
"ENSMUSG00000034573","",""
"ENSMUSG00000059397","Olfr54","olfactory receptor 54 [Source:MGI Symbol;Acc:MGI:1333750]"
"ENSMUSG00000068327","Tlx2","T cell leukemia, homeobox 2 [Source:MGI Symbol;Acc:MGI:1350935]"
"ENSMUSG00000046671","Mtfr1l","mitochondrial fission regulator 1-like [Source:MGI Symbol;Acc:MGI:1924074]"
"ENSMUSG00000042590","Ipo11","importin 11 [Source:MGI Symbol;Acc:MGI:2442377]"
"ENSMUSG00000032652","Crebl2","cAMP responsive element binding protein-like 2 [Source:MGI Symbol;Acc:MGI:1889385]"
"ENSMUSG00000027130","Slc12a6","solute carrier family 12, member 6 [Source:MGI Symbol;Acc:MGI:2135960]"
"ENSMUSG00000026983","Il1f5","interleukin 1 family, member 5 (delta) [Source:MGI Symbol;Acc:MGI:1859325]"
"ENSMUSG00000044122","Proca1","protein interacting with cyclin A1 [Source:MGI Symbol;Acc:MGI:1918274]"
"ENSMUSG00000032099","Pate4","prostate and testis expressed 4 [Source:MGI Symbol;Acc:MGI:1930790]"
"ENSMUSG00000021799","Opn4","opsin 4 (melanopsin) [Source:MGI Symbol;Acc:MGI:1353425]"
"ENSMUSG00000020706","Ftsj3","FtsJ RNA methyltransferase homolog 3 (E. coli) [Source:MGI Symbol;Acc:MGI:1860295]"
"ENSMUSG00000023439","Gnb3","guanine nucleotide binding protein (G protein), beta 3 [Source:MGI Symbol;Acc:MGI:95785]"
"ENSMUSG00000031833","Mast3","microtubule associated serine/threonine kinase 3 [Source:MGI Symbol;Acc:MGI:2683541]"
"ENSMUSG00000092342","Esp31","exocrine gland secreted peptide 31 [Source:MGI Symbol;Acc:MGI:5141981]"
"ENSMUSG00000078598","Skint5","selection and upkeep of intraepithelial T cells 5 [Source:MGI Symbol;Acc:MGI:3650151]"
